order_id,product_id,quantity,unit_price,discount
ORD00021,PROD003,2,1220,0.1
ORD00021,PROD012,1,215,0.3
ORD00022,PROD004,2,1905,0.26
ORD00022,PROD001,5,1723,0.09
ORD00022,PROD004,3,1905,0.14
ORD00023,PROD002,3,1459,0.16
ORD00023,PROD006,5,1047,0.18
ORD00023,PROD007,1,870,0.05
ORD00024,PROD010,3,321,0.14
ORD00024,PROD008,1,1365,0.0
ORD00025,PROD001,3,1723,0.09
ORD00025,PROD010,2,321,0.07
ORD00025,PROD002,1,1459,0.06
ORD00025,PROD008,2,1365,0.21
ORD00026,PROD002,3,1459,0.04
ORD00026,PROD007,2,870,0.11
ORD00026,PROD010,4,321,0.11
ORD00027,PROD002,5,1459,0.13
ORD00027,PROD001,3,1723,0.2
ORD00028,PROD005,1,587,0.07
ORD00029,PROD007,3,870,0.19
ORD00029,PROD002,2,1459,0.12
ORD00029,PROD009,4,796,0.1
ORD00029,PROD007,3,870,0.08
ORD00030,PROD004,4,1905,0.04
ORD00030,PROD001,2,1723,0.04
ORD00030,PROD007,2,870,0.13
ORD00031,PROD003,2,1220,0.24
ORD00031,PROD006,4,1047,0.18
ORD00031,PROD005,3,587,0.23
ORD00031,PROD012,4,215,0.07
ORD00032,PROD010,1,321,0.01
ORD00032,PROD003,3,1220,0.14
ORD00033,PROD006,4,1047,0.03
ORD00033,PROD006,2,1047,0.03
ORD00034,PROD007,5,870,0.18
ORD00035,PROD001,4,1723,0.18
ORD00035,PROD011,1,1093,0.14
ORD00036,PROD012,1,215,0.12
ORD00036,PROD006,3,1047,0.1
ORD00037,PROD008,3,1365,0.27
ORD00037,PROD012,2,215,0.27
ORD00037,PROD010,5,321,0.02
ORD00038,PROD008,3,1365,0.15
ORD00038,PROD007,4,870,0.13
ORD00039,PROD005,2,587,0.04
ORD00039,PROD002,4,1459,0.13
ORD00040,PROD006,3,1047,0.06
ORD00041,PROD008,2,1365,0.11
ORD00041,PROD012,2,215,0.03
ORD00041,PROD007,5,870,0.04
ORD00042,PROD005,5,587,0.28
ORD00042,PROD011,3,1093,0.13
ORD00042,PROD009,4,796,0.01
ORD00042,PROD012,3,215,0.13
ORD00043,PROD007,4,870,0.22
ORD00043,PROD009,3,796,0.09
ORD00043,PROD008,4,1365,0.2
ORD00043,PROD001,1,1723,0.2
ORD00044,PROD006,1,1047,0.19
ORD00045,PROD003,2,1220,0.04
ORD00046,PROD003,4,1220,0.22
ORD00046,PROD004,3,1905,0.2
ORD00047,PROD009,3,796,0.28
ORD00047,PROD012,3,215,0.07
ORD00047,PROD011,1,1093,0.07
ORD00048,PROD011,2,1093,0.09
ORD00049,PROD012,1,215,0.14
ORD00049,PROD008,4,1365,0.23
ORD00049,PROD001,3,1723,0.18
ORD00050,PROD003,4,1220,0.11
ORD00050,PROD004,4,1905,0.17
ORD00051,PROD003,2,1220,0.04
ORD00051,PROD001,4,1723,0.14
ORD00052,PROD004,1,1905,0.16
ORD00052,PROD002,2,1459,0.27
ORD00052,PROD002,5,1459,0.19
ORD00053,PROD009,1,796,0.1
ORD00053,PROD001,3,1723,0.05
ORD00053,PROD010,2,321,0.25
ORD00053,PROD002,3,1459,0.01
ORD00054,PROD007,2,870,0.1
ORD00054,PROD008,2,1365,0.27
ORD00054,PROD011,4,1093,0.01
ORD00054,PROD011,1,1093,0.2
ORD00055,PROD002,1,1459,0.21
ORD00055,PROD008,2,1365,0.04
ORD00055,PROD005,4,587,0.05
ORD00055,PROD009,1,796,0.2
ORD00056,PROD005,1,587,0.23
ORD00057,PROD002,1,1459,0.15
ORD00057,PROD007,2,870,0.02
ORD00058,PROD012,5,215,0.15
ORD00058,PROD001,3,1723,0.3
ORD00059,PROD006,5,1047,0.08
ORD00059,PROD012,5,215,0.09
ORD00059,PROD012,4,215,0.15
ORD00060,PROD012,3,215,0.23
ORD00060,PROD012,2,215,0.2
ORD00060,PROD010,5,321,0.16
ORD00060,PROD003,4,1220,0.04
ORD00061,PROD011,2,1093,0.29
ORD00061,PROD012,4,215,0.02
ORD00061,PROD007,1,870,0.14
ORD00062,PROD003,1,1220,0.03
ORD00062,PROD004,3,1905,0.24
ORD00062,PROD008,3,1365,0.1
ORD00062,PROD002,2,1459,0.28
ORD00063,PROD008,3,1365,0.13
ORD00064,PROD011,4,1093,0.06
ORD00064,PROD003,4,1220,0.27
ORD00064,PROD001,3,1723,0.19
ORD00065,PROD007,5,870,0.06
ORD00066,PROD008,1,1365,0.11
ORD00066,PROD005,4,587,0.06
ORD00066,PROD005,5,587,0.25
ORD00066,PROD009,1,796,0.22
ORD00067,PROD011,2,1093,0.05
ORD00067,PROD012,5,215,0.05
ORD00067,PROD001,2,1723,0.18
ORD00068,PROD011,4,1093,0.26
ORD00068,PROD008,3,1365,0.09
ORD00068,PROD001,4,1723,0.04
ORD00068,PROD012,3,215,0.25
ORD00069,PROD005,3,587,0.05
ORD00069,PROD003,3,1220,0.29
ORD00069,PROD007,5,870,0.14
ORD00070,PROD002,2,1459,0.29
ORD00070,PROD005,1,587,0.2
ORD00070,PROD005,4,587,0.07
ORD00070,PROD012,2,215,0.13
ORD00071,PROD006,4,1047,0.24
ORD00071,PROD001,5,1723,0.21
ORD00071,PROD007,2,870,0.0
ORD00071,PROD003,3,1220,0.22
ORD00072,PROD004,3,1905,0.28
ORD00073,PROD002,3,1459,0.28
ORD00074,PROD003,1,1220,0.06
ORD00074,PROD012,2,215,0.28
ORD00075,PROD011,4,1093,0.18
ORD00075,PROD012,3,215,0.2
ORD00075,PROD012,3,215,0.08
ORD00075,PROD001,4,1723,0.25
ORD00076,PROD010,1,321,0.02
ORD00077,PROD001,3,1723,0.2
ORD00077,PROD007,4,870,0.02
ORD00077,PROD004,3,1905,0.09
ORD00077,PROD008,4,1365,0.18
ORD00078,PROD011,4,1093,0.26
ORD00078,PROD008,3,1365,0.24
ORD00078,PROD001,5,1723,0.27
ORD00078,PROD011,5,1093,0.27
ORD00079,PROD005,3,587,0.11
ORD00079,PROD002,3,1459,0.09
ORD00079,PROD008,1,1365,0.15
ORD00079,PROD009,2,796,0.14
ORD00080,PROD003,4,1220,0.15
ORD00080,PROD011,3,1093,0.04
ORD00081,PROD012,1,215,0.07
ORD00081,PROD006,2,1047,0.06
ORD00082,PROD008,2,1365,0.09
ORD00082,PROD008,1,1365,0.04
ORD00082,PROD003,4,1220,0.2
ORD00083,PROD009,1,796,0.18
ORD00084,PROD007,5,870,0.02
ORD00084,PROD009,1,796,0.12
ORD00084,PROD009,5,796,0.24
ORD00084,PROD001,2,1723,0.09
ORD00085,PROD012,1,215,0.13
ORD00086,PROD012,1,215,0.04
ORD00087,PROD008,4,1365,0.02
ORD00087,PROD006,1,1047,0.25
ORD00087,PROD007,5,870,0.1
ORD00087,PROD009,4,796,0.13
ORD00088,PROD002,5,1459,0.16
ORD00089,PROD008,2,1365,0.28
ORD00089,PROD003,2,1220,0.23
ORD00089,PROD010,5,321,0.27
ORD00089,PROD005,5,587,0.05
ORD00090,PROD006,5,1047,0.23
ORD00090,PROD003,3,1220,0.16
ORD00090,PROD009,4,796,0.29
ORD00091,PROD010,5,321,0.24
ORD00091,PROD005,2,587,0.25
ORD00092,PROD012,1,215,0.12
ORD00092,PROD004,3,1905,0.01
ORD00093,PROD012,3,215,0.26
ORD00093,PROD006,3,1047,0.06
ORD00093,PROD010,1,321,0.04
ORD00093,PROD005,5,587,0.19
ORD00094,PROD003,3,1220,0.03
ORD00094,PROD009,4,796,0.09
ORD00094,PROD005,2,587,0.11
ORD00095,PROD012,4,215,0.06
ORD00095,PROD001,2,1723,0.27
ORD00095,PROD011,1,1093,0.03
ORD00096,PROD011,3,1093,0.02
ORD00096,PROD005,3,587,0.0
ORD00096,PROD002,4,1459,0.01
ORD00097,PROD010,1,321,0.22
ORD00097,PROD008,3,1365,0.01
ORD00098,PROD007,4,870,0.07
ORD00099,PROD006,4,1047,0.28
ORD00100,PROD008,3,1365,0.02
ORD00100,PROD005,2,587,0.01
ORD00100,PROD011,3,1093,0.11
ORD00101,PROD011,2,1093,0.11
ORD00101,PROD005,5,587,0.12
ORD00101,PROD005,5,587,0.17
ORD00102,PROD005,4,587,0.29
ORD00102,PROD007,2,870,0.19
ORD00102,PROD006,1,1047,0.13
ORD00103,PROD007,1,870,0.1
ORD00103,PROD004,4,1905,0.06
ORD00103,PROD005,5,587,0.06
ORD00104,PROD002,5,1459,0.14
ORD00104,PROD002,2,1459,0.19
ORD00104,PROD012,1,215,0.06
ORD00105,PROD006,3,1047,0.06
ORD00105,PROD004,1,1905,0.04
ORD00105,PROD006,1,1047,0.29
ORD00105,PROD002,2,1459,0.06
ORD00106,PROD004,1,1905,0.14
ORD00106,PROD008,4,1365,0.23
ORD00106,PROD008,1,1365,0.27
ORD00107,PROD005,3,587,0.29
ORD00108,PROD010,1,321,0.02
ORD00109,PROD003,1,1220,0.24
ORD00109,PROD008,1,1365,0.2
ORD00109,PROD002,1,1459,0.07
ORD00110,PROD012,5,215,0.16
ORD00110,PROD002,1,1459,0.14
ORD00110,PROD001,5,1723,0.04
ORD00111,PROD003,4,1220,0.25
ORD00112,PROD006,5,1047,0.22
ORD00112,PROD010,5,321,0.15
ORD00112,PROD012,4,215,0.28
ORD00113,PROD004,3,1905,0.06
ORD00114,PROD005,1,587,0.06
ORD00114,PROD003,5,1220,0.0
ORD00114,PROD004,3,1905,0.24
ORD00114,PROD012,2,215,0.08
ORD00115,PROD005,2,587,0.15
ORD00115,PROD004,1,1905,0.04
ORD00115,PROD011,3,1093,0.21
ORD00116,PROD006,4,1047,0.25
ORD00116,PROD002,3,1459,0.03
ORD00116,PROD005,3,587,0.03
ORD00117,PROD002,5,1459,0.26
ORD00117,PROD012,2,215,0.04
ORD00118,PROD004,2,1905,0.07
ORD00118,PROD005,3,587,0.24
ORD00118,PROD006,1,1047,0.06
ORD00119,PROD009,2,796,0.03
ORD00119,PROD011,3,1093,0.05
ORD00119,PROD001,2,1723,0.21
ORD00120,PROD005,2,587,0.17
ORD00120,PROD008,5,1365,0.27
ORD00120,PROD010,5,321,0.08
ORD00121,PROD007,4,870,0.13
ORD00121,PROD004,5,1905,0.08
ORD00121,PROD003,5,1220,0.27
ORD00121,PROD003,1,1220,0.11
ORD00122,PROD005,1,587,0.21
ORD00122,PROD007,2,870,0.04
ORD00122,PROD006,2,1047,0.09
ORD00122,PROD011,2,1093,0.27
ORD00123,PROD005,1,587,0.01
ORD00123,PROD001,1,1723,0.15
ORD00123,PROD011,5,1093,0.02
ORD00124,PROD009,4,796,0.05
ORD00124,PROD003,1,1220,0.18
ORD00125,PROD001,2,1723,0.09
ORD00125,PROD001,3,1723,0.27
ORD00125,PROD010,3,321,0.28
ORD00125,PROD008,2,1365,0.05
ORD00126,PROD005,4,587,0.2
ORD00127,PROD002,3,1459,0.12
ORD00127,PROD010,5,321,0.03
ORD00127,PROD004,5,1905,0.26
ORD00127,PROD009,1,796,0.1
ORD00128,PROD006,1,1047,0.19
ORD00128,PROD004,3,1905,0.15
ORD00129,PROD006,1,1047,0.07
ORD00129,PROD010,4,321,0.13
ORD00129,PROD007,5,870,0.12
ORD00129,PROD008,5,1365,0.22
ORD00130,PROD010,5,321,0.2
ORD00130,PROD011,5,1093,0.06
ORD00131,PROD012,4,215,0.06
ORD00132,PROD012,2,215,0.12
ORD00132,PROD006,3,1047,0.15
ORD00132,PROD009,1,796,0.02
ORD00133,PROD012,4,215,0.19
ORD00133,PROD009,4,796,0.26
ORD00134,PROD009,5,796,0.16
ORD00135,PROD010,5,321,0.04
ORD00135,PROD012,5,215,0.11
ORD00136,PROD009,3,796,0.26
ORD00136,PROD002,3,1459,0.1
ORD00137,PROD005,4,587,0.22
ORD00138,PROD003,2,1220,0.22
ORD00139,PROD003,1,1220,0.19
ORD00139,PROD011,1,1093,0.24
ORD00139,PROD008,5,1365,0.05
ORD00139,PROD007,5,870,0.09
ORD00140,PROD010,4,321,0.09
ORD00140,PROD009,1,796,0.24
ORD00140,PROD009,4,796,0.05
ORD00140,PROD006,5,1047,0.11
ORD00141,PROD007,4,870,0.05
ORD00142,PROD002,4,1459,0.22
ORD00142,PROD012,5,215,0.15
ORD00143,PROD009,1,796,0.14
ORD00144,PROD010,5,321,0.06
ORD00145,PROD001,3,1723,0.22
ORD00145,PROD006,4,1047,0.25
ORD00146,PROD007,1,870,0.05
ORD00146,PROD010,2,321,0.05
ORD00146,PROD009,1,796,0.23
ORD00147,PROD003,4,1220,0.18
ORD00147,PROD001,4,1723,0.15
ORD00147,PROD007,4,870,0.06
ORD00147,PROD006,4,1047,0.19
ORD00148,PROD007,2,870,0.17
ORD00148,PROD002,3,1459,0.21
ORD00148,PROD008,3,1365,0.08
ORD00149,PROD008,5,1365,0.02
ORD00149,PROD011,2,1093,0.11
ORD00150,PROD010,4,321,0.23
ORD00150,PROD004,3,1905,0.28
ORD00151,PROD002,1,1459,0.26
ORD00151,PROD003,1,1220,0.05
ORD00151,PROD010,1,321,0.04
ORD00152,PROD009,2,796,0.2
ORD00153,PROD006,4,1047,0.06
ORD00153,PROD011,5,1093,0.12
ORD00154,PROD009,4,796,0.05
ORD00154,PROD006,3,1047,0.09
ORD00154,PROD010,4,321,0.24
ORD00154,PROD010,1,321,0.25
ORD00155,PROD003,4,1220,0.15
ORD00156,PROD006,2,1047,0.11
ORD00156,PROD003,2,1220,0.12
ORD00156,PROD011,4,1093,0.01
ORD00157,PROD006,3,1047,0.14
ORD00157,PROD006,2,1047,0.21
ORD00157,PROD009,2,796,0.05
ORD00158,PROD008,3,1365,0.22
ORD00158,PROD006,1,1047,0.12
ORD00158,PROD008,5,1365,0.18
ORD00159,PROD008,5,1365,0.15
ORD00159,PROD001,2,1723,0.11
ORD00159,PROD002,4,1459,0.12
ORD00159,PROD011,4,1093,0.07
ORD00160,PROD010,3,321,0.22
ORD00161,PROD004,2,1905,0.14
ORD00161,PROD007,2,870,0.01
ORD00161,PROD011,4,1093,0.28
ORD00161,PROD004,2,1905,0.04
ORD00162,PROD010,2,321,0.18
ORD00163,PROD002,4,1459,0.08
ORD00163,PROD005,1,587,0.15
ORD00164,PROD012,1,215,0.22
ORD00165,PROD010,4,321,0.12
ORD00165,PROD006,5,1047,0.24
ORD00166,PROD011,3,1093,0.17
ORD00166,PROD012,1,215,0.05
ORD00166,PROD005,1,587,0.05
ORD00166,PROD012,4,215,0.13
ORD00167,PROD004,5,1905,0.08
ORD00167,PROD003,2,1220,0.2
ORD00167,PROD009,4,796,0.26
ORD00167,PROD010,2,321,0.2
ORD00168,PROD005,2,587,0.08
ORD00168,PROD004,5,1905,0.28
ORD00168,PROD003,1,1220,0.27
ORD00168,PROD004,2,1905,0.12
ORD00169,PROD010,5,321,0.06
ORD00169,PROD009,3,796,0.05
ORD00170,PROD011,2,1093,0.16
ORD00170,PROD004,5,1905,0.11
ORD00171,PROD008,1,1365,0.29
ORD00172,PROD007,5,870,0.2
ORD00172,PROD005,1,587,0.17
ORD00172,PROD012,2,215,0.15
ORD00173,PROD006,2,1047,0.08
ORD00173,PROD001,5,1723,0.06
ORD00173,PROD001,1,1723,0.24
ORD00174,PROD005,2,587,0.06
ORD00174,PROD005,3,587,0.25
ORD00174,PROD004,4,1905,0.21
ORD00174,PROD010,4,321,0.06
ORD00175,PROD010,2,321,0.2
ORD00175,PROD009,2,796,0.1
ORD00175,PROD009,4,796,0.09
ORD00175,PROD006,3,1047,0.03
ORD00176,PROD010,1,321,0.23
ORD00177,PROD006,2,1047,0.25
ORD00177,PROD002,4,1459,0.11
ORD00178,PROD007,5,870,0.01
ORD00178,PROD011,1,1093,0.07
ORD00179,PROD010,5,321,0.04
ORD00179,PROD009,3,796,0.26
ORD00179,PROD003,4,1220,0.21
ORD00179,PROD006,3,1047,0.21
ORD00180,PROD009,1,796,0.13
ORD00180,PROD004,2,1905,0.12
ORD00181,PROD009,4,796,0.25
ORD00181,PROD008,2,1365,0.17
ORD00182,PROD010,4,321,0.11
ORD00182,PROD005,3,587,0.11
ORD00183,PROD004,5,1905,0.28
ORD00183,PROD002,2,1459,0.12
ORD00184,PROD002,1,1459,0.24
ORD00185,PROD001,3,1723,0.29
ORD00185,PROD009,2,796,0.29
ORD00186,PROD011,1,1093,0.19
ORD00186,PROD010,3,321,0.11
ORD00186,PROD007,5,870,0.17
ORD00186,PROD010,2,321,0.27
ORD00187,PROD002,1,1459,0.05
ORD00187,PROD001,3,1723,0.12
ORD00188,PROD007,1,870,0.17
ORD00188,PROD011,4,1093,0.08
ORD00188,PROD009,3,796,0.12
ORD00189,PROD009,2,796,0.06
ORD00189,PROD002,1,1459,0.14
ORD00190,PROD007,5,870,0.01
ORD00190,PROD005,5,587,0.24
ORD00190,PROD009,1,796,0.17
ORD00191,PROD001,3,1723,0.02
ORD00191,PROD003,3,1220,0.22
ORD00191,PROD001,2,1723,0.23
ORD00191,PROD001,1,1723,0.27
ORD00192,PROD010,5,321,0.25
ORD00192,PROD010,3,321,0.15
ORD00192,PROD011,3,1093,0.07
ORD00192,PROD004,3,1905,0.11
ORD00193,PROD002,1,1459,0.01
ORD00193,PROD004,4,1905,0.23
ORD00193,PROD007,4,870,0.08
ORD00194,PROD006,1,1047,0.29
ORD00194,PROD002,5,1459,0.01
ORD00194,PROD012,1,215,0.07
ORD00195,PROD006,4,1047,0.14
ORD00195,PROD002,2,1459,0.07
ORD00195,PROD006,1,1047,0.27
ORD00195,PROD002,5,1459,0.18
ORD00196,PROD007,4,870,0.25
ORD00197,PROD008,4,1365,0.13
ORD00197,PROD001,2,1723,0.19
ORD00198,PROD009,1,796,0.01
ORD00198,PROD009,2,796,0.13
ORD00198,PROD006,4,1047,0.15
ORD00199,PROD001,3,1723,0.16
ORD00199,PROD011,3,1093,0.12
ORD00199,PROD003,3,1220,0.2
ORD00200,PROD012,5,215,0.1
ORD00200,PROD009,4,796,0.24
ORD00200,PROD007,4,870,0.13
ORD00200,PROD009,5,796,0.28
ORD00201,PROD011,4,1093,0.04
ORD00201,PROD002,1,1459,0.1
ORD00202,PROD011,3,1093,0.11
ORD00202,PROD009,3,796,0.17
ORD00203,PROD001,2,1723,0.29
ORD00203,PROD006,2,1047,0.2
ORD00204,PROD010,5,321,0.07
ORD00204,PROD011,2,1093,0.1
ORD00204,PROD009,2,796,0.25
ORD00205,PROD011,2,1093,0.25
ORD00205,PROD002,5,1459,0.13
ORD00205,PROD003,4,1220,0.24
ORD00205,PROD007,2,870,0.03
ORD00206,PROD004,3,1905,0.03
ORD00207,PROD001,2,1723,0.07
ORD00207,PROD003,5,1220,0.09
ORD00208,PROD003,4,1220,0.21
ORD00208,PROD009,1,796,0.22
ORD00208,PROD006,1,1047,0.09
ORD00209,PROD005,1,587,0.15
ORD00210,PROD012,5,215,0.22
ORD00210,PROD012,5,215,0.25
ORD00211,PROD005,4,587,0.2
ORD00212,PROD005,4,587,0.11
ORD00213,PROD005,3,587,0.11
ORD00213,PROD002,5,1459,0.22
ORD00213,PROD010,5,321,0.04
ORD00214,PROD008,2,1365,0.3
ORD00215,PROD009,1,796,0.06
ORD00216,PROD010,2,321,0.09
ORD00217,PROD012,1,215,0.1
ORD00218,PROD003,3,1220,0.27
ORD00218,PROD007,5,870,0.0
ORD00218,PROD010,3,321,0.21
ORD00218,PROD011,5,1093,0.06
ORD00219,PROD003,1,1220,0.13
ORD00219,PROD002,1,1459,0.15
ORD00219,PROD001,4,1723,0.23
ORD00219,PROD008,2,1365,0.01
ORD00220,PROD006,1,1047,0.21
ORD00221,PROD006,5,1047,0.16
ORD00222,PROD006,1,1047,0.25
ORD00222,PROD012,5,215,0.1
ORD00223,PROD009,1,796,0.19
ORD00224,PROD009,2,796,0.29
ORD00224,PROD003,2,1220,0.13
ORD00224,PROD010,5,321,0.28
ORD00224,PROD005,4,587,0.1
ORD00225,PROD008,3,1365,0.26
ORD00225,PROD003,4,1220,0.18
ORD00225,PROD001,3,1723,0.22
ORD00225,PROD011,2,1093,0.17
ORD00226,PROD011,5,1093,0.17
ORD00226,PROD006,3,1047,0.1
ORD00226,PROD006,5,1047,0.02
ORD00227,PROD005,1,587,0.23
ORD00227,PROD012,3,215,0.08
ORD00227,PROD008,4,1365,0.17
ORD00227,PROD005,2,587,0.3
ORD00228,PROD010,5,321,0.19
ORD00229,PROD005,2,587,0.26
ORD00229,PROD001,4,1723,0.18
ORD00230,PROD006,1,1047,0.04
ORD00230,PROD002,4,1459,0.11
ORD00230,PROD003,4,1220,0.07
ORD00231,PROD006,4,1047,0.18
ORD00231,PROD001,1,1723,0.07
ORD00232,PROD008,2,1365,0.02
ORD00233,PROD007,1,870,0.2
ORD00233,PROD003,4,1220,0.13
ORD00234,PROD009,1,796,0.19
ORD00234,PROD012,4,215,0.21
ORD00234,PROD004,1,1905,0.07
ORD00234,PROD010,5,321,0.26
ORD00235,PROD002,5,1459,0.04
ORD00235,PROD004,1,1905,0.11
ORD00236,PROD004,3,1905,0.28
ORD00236,PROD005,4,587,0.17
ORD00236,PROD009,1,796,0.24
ORD00236,PROD010,3,321,0.25
ORD00237,PROD006,5,1047,0.01
ORD00237,PROD010,5,321,0.04
ORD00238,PROD004,4,1905,0.14
ORD00238,PROD001,3,1723,0.18
ORD00238,PROD010,1,321,0.16
ORD00239,PROD002,5,1459,0.03
ORD00239,PROD001,1,1723,0.05
ORD00239,PROD009,1,796,0.13
ORD00239,PROD001,1,1723,0.07
ORD00240,PROD011,5,1093,0.22
ORD00240,PROD003,3,1220,0.27
ORD00240,PROD007,5,870,0.14
ORD00241,PROD002,4,1459,0.28
ORD00241,PROD001,3,1723,0.23
ORD00241,PROD004,4,1905,0.09
ORD00242,PROD005,4,587,0.28
ORD00242,PROD011,4,1093,0.21
ORD00243,PROD002,4,1459,0.09
ORD00244,PROD003,2,1220,0.1
ORD00245,PROD009,2,796,0.09
ORD00246,PROD009,5,796,0.28
ORD00246,PROD006,2,1047,0.08
ORD00247,PROD008,3,1365,0.03
ORD00248,PROD007,1,870,0.02
ORD00248,PROD011,5,1093,0.21
ORD00248,PROD008,3,1365,0.2
ORD00249,PROD003,2,1220,0.29
ORD00249,PROD001,3,1723,0.04
ORD00250,PROD007,5,870,0.27
ORD00250,PROD002,5,1459,0.12
ORD00250,PROD002,1,1459,0.11
ORD00251,PROD006,3,1047,0.22
ORD00251,PROD004,2,1905,0.09
ORD00251,PROD005,1,587,0.06
ORD00251,PROD001,1,1723,0.02
ORD00252,PROD007,1,870,0.26
ORD00252,PROD005,2,587,0.03
ORD00252,PROD008,1,1365,0.21
ORD00253,PROD006,2,1047,0.06
ORD00253,PROD005,5,587,0.26
ORD00253,PROD009,4,796,0.29
ORD00253,PROD008,3,1365,0.1
ORD00254,PROD012,4,215,0.15
ORD00255,PROD005,1,587,0.07
ORD00256,PROD003,3,1220,0.29
ORD00257,PROD006,2,1047,0.24
ORD00258,PROD001,1,1723,0.1
ORD00258,PROD004,2,1905,0.26
ORD00259,PROD009,2,796,0.08
ORD00259,PROD003,5,1220,0.2
ORD00260,PROD005,4,587,0.11
ORD00260,PROD006,3,1047,0.24
ORD00260,PROD005,5,587,0.29
ORD00261,PROD001,2,1723,0.26
ORD00261,PROD004,3,1905,0.02
ORD00262,PROD004,3,1905,0.2
ORD00262,PROD007,1,870,0.27
ORD00262,PROD009,2,796,0.17
ORD00262,PROD005,3,587,0.26
ORD00263,PROD012,3,215,0.12
ORD00263,PROD010,1,321,0.19
ORD00263,PROD011,3,1093,0.06
ORD00263,PROD009,2,796,0.26
ORD00264,PROD007,5,870,0.15
ORD00264,PROD012,5,215,0.18
ORD00265,PROD007,2,870,0.08
ORD00265,PROD002,5,1459,0.26
ORD00266,PROD007,3,870,0.22
ORD00266,PROD003,3,1220,0.12
ORD00266,PROD002,5,1459,0.12
ORD00267,PROD003,3,1220,0.15
ORD00267,PROD012,5,215,0.14
ORD00267,PROD006,1,1047,0.04
ORD00267,PROD001,1,1723,0.09
ORD00268,PROD004,4,1905,0.19
ORD00268,PROD012,3,215,0.11
ORD00268,PROD010,5,321,0.12
ORD00269,PROD003,1,1220,0.08
ORD00269,PROD012,5,215,0.22
ORD00269,PROD011,4,1093,0.07
ORD00270,PROD001,5,1723,0.2
ORD00270,PROD011,2,1093,0.25
ORD00270,PROD012,4,215,0.2
ORD00271,PROD005,3,587,0.27
ORD00271,PROD007,1,870,0.01
ORD00271,PROD004,2,1905,0.3
ORD00271,PROD011,3,1093,0.02
ORD00272,PROD006,3,1047,0.29
ORD00272,PROD012,5,215,0.25
ORD00273,PROD004,4,1905,0.11
ORD00274,PROD011,1,1093,0.05
ORD00275,PROD006,2,1047,0.08
ORD00276,PROD002,3,1459,0.16
ORD00277,PROD002,1,1459,0.23
ORD00277,PROD012,5,215,0.15
ORD00278,PROD009,3,796,0.19
ORD00279,PROD007,5,870,0.05
ORD00279,PROD011,4,1093,0.02
ORD00279,PROD005,3,587,0.07
ORD00279,PROD005,3,587,0.29
ORD00280,PROD001,4,1723,0.21
ORD00280,PROD007,5,870,0.24
ORD00281,PROD010,3,321,0.24
ORD00281,PROD004,1,1905,0.19
ORD00281,PROD010,5,321,0.21
ORD00282,PROD010,2,321,0.26
ORD00282,PROD008,2,1365,0.25
ORD00282,PROD009,1,796,0.07
ORD00283,PROD011,1,1093,0.24
ORD00283,PROD004,3,1905,0.01
ORD00283,PROD008,1,1365,0.09
ORD00283,PROD007,2,870,0.01
ORD00284,PROD011,4,1093,0.14
ORD00284,PROD012,1,215,0.0
ORD00284,PROD011,4,1093,0.0
ORD00285,PROD001,3,1723,0.12
ORD00285,PROD001,4,1723,0.04
ORD00285,PROD003,4,1220,0.11
